risk_rank,Order Id,risk_score
315,74189,0.9993000682352079
316,73876,0.9993000125314572
317,75786,0.999299950042922
318,72339,0.9992999270246716
319,74140,0.9992998776533093
320,61760,0.999299855221426
321,71382,0.9992998047561572
322,72745,0.9992998021349393
323,63756,0.9992997147323192
324,72218,0.9992996822998579
325,74073,0.9992996736641827
326,74184,0.9992996055011074
327,72746,0.9992995621973948
328,72367,0.999299454856666
329,72747,0.9992994419672423
330,63934,0.9992993716138551
331,76844,0.999299359489193
332,74335,0.9992993572151418
333,71531,0.9992993506024284
334,75663,0.9992993295571673
335,62269,0.9992991387225766
336,75556,0.9992991350874113
337,72273,0.9992991172226311
338,72363,0.9992991172226311
339,75557,0.9992990571920582
340,61808,0.9992990488878077
341,69217,0.9992990239513498
342,72954,0.9992990184714956
343,73008,0.9992990184714956
344,75666,0.9992990184714956
345,72130,0.9992989821634786
346,75239,0.9992989821634786
347,72955,0.9992989792880536
348,75613,0.9992989792880536
349,72956,0.9992989405635425
350,73028,0.9992989405635425
351,75614,0.9992989405635425
352,66604,0.9992988980919179
353,69238,0.9992988879533323
354,75318,0.9992988718508465
355,75615,0.9992988626465846
356,75705,0.9992988626465846
357,75421,0.9992988414294294
358,69240,0.9992988330854826
359,72940,0.9992988239156348
360,75706,0.9992988239156348
361,67559,0.9992987887213837
362,63836,0.9992987493421704
363,72924,0.9992987072479801
364,73712,0.9992986629569246
365,72626,0.9992986007012142
366,74577,0.9992985734874472
367,72944,0.9992985707271989
368,75530,0.9992985707271989
369,75831,0.9992985678452666
370,73073,0.9992984733937492
371,61788,0.9992984587573817
372,75588,0.9992984346413123
373,65953,0.9992984266902085
374,75589,0.999298395425258
375,75644,0.9992983566681647
376,74776,0.99929833591626
377,64409,0.9992981140558813
378,76980,0.9992980654439501
379,75444,0.9992979994427512
380,73145,0.9992979857102432
381,75868,0.9992979857102432
382,63542,0.9992979462962839
383,65345,0.9992978349819805
384,66409,0.9992978088040416
385,66908,0.9992977586062691
386,74331,0.9992977012589698
387,73243,0.999297695716931
388,76050,0.999297695716931
389,76034,0.9992976800142712
390,73287,0.9992976481459303
391,75084,0.9992976167374447
392,63738,0.9992975933550143
393,74663,0.9992975732108685
394,62806,0.999297526447619
395,65954,0.999297496638216
396,64950,0.9992974963951204
397,63494,0.9992974055211108
398,72797,0.9992973976692359
399,71616,0.999297388988043
400,67742,0.9992973659242689
401,75838,0.9992973260493607
402,72008,0.9992973159035534
403,74997,0.999297312747521
404,72337,0.9992972548861813
405,67899,0.9992972458280166
406,71672,0.9992971611655475
407,72661,0.9992971407213179
408,75349,0.9992971407213179
409,62630,0.9992970544860591
410,73326,0.9992970453906486
411,73403,0.999297007946069
412,76194,0.9992969917656863
413,73406,0.9992969866803677
414,67662,0.9992969836509752
415,73353,0.9992969760472982
416,73410,0.9992969598661818
417,64870,0.9992968806546358
418,72028,0.9992968236073829
419,74019,0.9992968112011884
420,73567,0.9992967982533625
421,72663,0.9992967791848991
422,66498,0.9992966494744359
423,75215,0.9992966455358324
424,74729,0.9992966302929709
425,73628,0.9992965591371437
426,76807,0.9992965221293456
427,73523,0.9992964670764809
428,63709,0.9992964510853023
429,73524,0.9992964397798159
430,74820,0.9992964170294556
431,74946,0.9992964170294556
432,76794,0.9992964120194873
433,76508,0.9992963750039552
434,73602,0.9992963384491298
435,76402,0.9992963384491298
436,73991,0.9992962933440501
437,66993,0.9992962389009373
438,64633,0.9992962017872938
439,69362,0.9992961567644477
440,73193,0.9992961134264682
441,69213,0.9992960780851156
442,75080,0.9992960277974354
443,62669,0.9992960212640591
444,76602,0.9992960012817004
445,73832,0.9992959464059616
446,72421,0.9992959422392248
447,75332,0.9992959422392248
448,68055,0.9992959034529912
449,73627,0.9992958725690713
450,76536,0.9992958540474568
451,62892,0.999295843051388
452,74086,0.9992957991612946
453,67970,0.9992957934048075
454,75315,0.9992957468298118
455,74430,0.999295744415502
456,76219,0.9992956882562928
457,76598,0.9992956697298334
458,67869,0.9992956600787735
459,76509,0.9992956516659915
460,75316,0.9992956491047779
461,71632,0.9992956471620787
462,75012,0.9992956471620787
463,74164,0.9992955800879858
464,71597,0.9992955711956644
465,71633,0.9992955711956644
466,68550,0.9992955527567493
467,73853,0.9992955467341281
468,68921,0.9992954482475971
469,75014,0.9992954187744879
470,75086,0.9992954187744879
471,63211,0.9992953979166564
472,71798,0.9992953441861284
473,71852,0.9992953441861284
474,73080,0.999295317742404
475,73134,0.999295317742404
476,70948,0.9992953078788143
477,68911,0.9992952828243904
478,69003,0.9992952610431357
479,72987,0.9992952478745257
480,69004,0.9992952466764116
481,73801,0.9992952464830158
482,74190,0.9992952300441281
483,62399,0.9992952212198402
484,69133,0.9992952035743954
485,72744,0.999295188549592
486,70878,0.999295073354779
487,70914,0.999295073354779
488,75072,0.9992950378100625
489,65092,0.9992950353368609
490,65565,0.9992949956573688
491,70915,0.9992949560638669
492,71023,0.9992949560638669
493,73731,0.999294946568121
494,75612,0.9992949349779355
495,65088,0.9992948991296763
496,64809,0.9992948843836784
497,72393,0.99929486728069
498,73732,0.9992947963314593
499,73065,0.9992947782459234
500,73829,0.9992947730534815
501,73883,0.9992947730534815
502,72448,0.9992947698972034
503,75905,0.9992947466100411
504,73967,0.9992947462452236
505,72886,0.9992947392895101
506,74169,0.9992947372148827
507,72216,0.9992947354699389
508,61789,0.9992946617790065
509,72799,0.9992945843682053
510,61791,0.9992945804158642
511,62136,0.9992945722067659
512,73156,0.9992945582818115
513,71383,0.9992945104645916
514,75531,0.9992944651411512
515,73072,0.999294426167454
516,71999,0.9992943564859537
517,63033,0.9992943462105672
518,73917,0.9992943458918633
519,73024,0.9992943456736887
520,73812,0.9992942724791738
521,73025,0.9992942672464079
522,75485,0.9992942672464079
523,70183,0.9992942625835196
524,75329,0.999294261341419
525,74393,0.9992942019165714
526,72919,0.999294188810416
527,64941,0.9992941856374719
528,74864,0.9992941841809247
529,63389,0.9992941815055986
530,72920,0.9992941498214652
531,63818,0.9992941363830206
532,64908,0.9992941300272653
533,71387,0.9992941294733204
534,64190,0.9992941104830991
535,71784,0.9992941091135567
536,72748,0.9992941003722571
537,73831,0.9992940724288562
538,72767,0.9992939796692655
539,71389,0.9992939767411212
540,76826,0.9992938718577699
541,71785,0.9992938621193147
542,63139,0.9992938420858656
543,65244,0.9992937573334015
544,72750,0.9992937372730456
545,72892,0.9992937189413089
546,62894,0.9992936747032509
547,76900,0.9992935713583031
548,61959,0.9992935549726183
549,73235,0.9992935471810853
550,73289,0.9992935471810853
551,73290,0.9992935207003968
552,74270,0.9992935193066163
553,74273,0.9992935035105986
554,73460,0.9992934616959442
555,61807,0.999293439431246
556,74893,0.9992934380127266
557,75983,0.9992934347474042
558,61864,0.9992934248118028
559,73288,0.9992934133736893
560,74775,0.9992933219624242
561,76902,0.9992932702658442
562,74380,0.999293206575396
563,72277,0.9992931090714983
564,72610,0.9992930109807017
565,73911,0.9992929695105456
566,70276,0.9992929358825654
567,67408,0.9992929188225028
568,74653,0.9992928766068446
569,75280,0.9992928366151972
570,66605,0.9992928088114063
571,66946,0.9992927699191841
572,73715,0.9992927686263156
573,73823,0.9992927686263156
574,74761,0.9992926829307295
575,69337,0.999292680183868
576,74342,0.9992926796744517
577,75445,0.9992926473215326
578,69306,0.999292643437269
579,72601,0.999292606295695
580,72486,0.9992925960615322
581,69387,0.9992925908723548
582,64195,0.9992925907073134
583,74018,0.9992925844118739
584,76908,0.9992925676843426
585,76349,0.9992925639429426
586,76493,0.9992925639429426
587,67429,0.9992925023816551
588,76603,0.9992924341371782
589,76802,0.9992924159902344
590,76443,0.9992923973777612
591,76497,0.9992923973777612
592,76749,0.9992923973777612
593,73590,0.999292378764621
594,76856,0.9992923671511096
595,72782,0.999292363894091
596,73591,0.9992923420023299
597,76751,0.9992923420023299
598,65306,0.9992923017370802
599,76322,0.9992922680068717
600,76592,0.9992922680068717
601,63413,0.9992922349073607
602,76557,0.999292230773301
603,76558,0.9992922033123861
604,62629,0.9992921411888246
605,74402,0.9992921269777539
606,72766,0.9992921209435239
607,76743,0.9992921199924043
608,76312,0.9992921013719727
609,72185,0.9992920823056939
610,72275,0.9992920823056939
611,75204,0.9992920823056939
612,71954,0.9992920796229307
613,72026,0.9992920796229307
614,74627,0.999292071598677
615,70953,0.9992920608385606
616,62890,0.9992920519258044
617,61924,0.9992920295807942
618,72551,0.9992919999023063
619,76601,0.9992919928820205
620,74188,0.9992918890652034
621,75303,0.9992918817250206
622,74350,0.9992918751080958
623,69087,0.9992918433772723
624,69105,0.9992918433772723
625,74171,0.9992917516839108
626,64619,0.9992917284533901
627,74611,0.999291718635397
628,65433,0.9992915956963945
629,75137,0.9992915224042451
630,74897,0.9992915057393842
631,65650,0.9992914655271805
632,64118,0.9992914399917858
633,66813,0.9992914177745272
634,72240,0.9992913999795762
635,75295,0.9992913999795762
636,72698,0.9992913925237525
637,74092,0.9992913384476179
638,63889,0.9992913324978366
639,75788,0.999291326442286
640,63893,0.9992913065594128
641,74898,0.9992912904581097
642,74112,0.9992912834555283
643,71850,0.9992912740376076
644,75459,0.9992912713580745
645,66328,0.9992912241909322
646,66178,0.9992912100614796
647,65337,0.9992911887574681
648,74578,0.9992911883944992
649,74748,0.9992911740553292
650,72205,0.9992911268650086
651,62633,0.9992911080704039
652,64030,0.9992910737169207
653,75478,0.999291028499349
654,75789,0.9992910211297752
655,75933,0.9992910211297752
656,75011,0.9992909873418653
657,70854,0.9992909638782916
658,70944,0.9992909638782916
659,69723,0.9992909504848534
660,70267,0.9992909402267521
661,64735,0.9992909075546056
662,74935,0.999290860166233
663,75353,0.9992908461836771
664,75461,0.9992908461836771
665,73042,0.9992908074563717
666,75646,0.9992908074563717
667,70891,0.9992907871423574
668,71615,0.9992907574451013
669,69406,0.999290738753753
670,73043,0.9992907286361281
671,74166,0.9992907113616967
672,63414,0.9992906956214493
673,72595,0.9992906638211602
674,69379,0.9992906547948794
675,73027,0.9992906498071299
676,69218,0.9992906399589281
677,69346,0.9992906333371749
678,69364,0.9992906333371749
679,69402,0.9992906230745321
680,69403,0.9992906179431329
681,69404,0.9992906123452365
682,70053,0.9992906072253531
683,69405,0.9992906072138046
684,63295,0.9992905470439241
685,72885,0.9992905317807189
686,71070,0.9992905284828768
687,75210,0.9992904436179346
688,70378,0.9992904406674721
689,72941,0.9992904137346843
690,71502,0.9992903804428033
691,67087,0.9992903334353948
692,75301,0.9992903064228444
693,72562,0.9992902989555227
694,72943,0.9992902956690217
695,71130,0.9992902562046109
696,75692,0.9992902363952307
697,75610,0.9992902349785745
698,74883,0.9992902144710442
699,75586,0.9992901775837286
700,70929,0.9992901747507672
701,72364,0.9992901501553872
702,71657,0.999290143865882
703,73133,0.9992901047817953
704,65245,0.9992900382970185
705,75302,0.9992900328878029
706,71871,0.99929003183765
707,74884,0.9992899987962677
708,69135,0.9992899738950266
709,63293,0.9992899419728113
710,64504,0.9992899033295722
711,69724,0.999289895928293
712,69140,0.9992898721006512
713,62961,0.999289868098825
714,73886,0.999289859280595
715,68908,0.999289828670254
716,69089,0.9992898141927756
717,69143,0.9992898141927756
718,73206,0.9992897984772781
719,69036,0.999289785237113
720,69145,0.9992897632859715
721,63168,0.9992897343282346
722,69130,0.999289726855073
723,69113,0.99928971237561
724,63368,0.999289706476031
725,69186,0.9992896978957626
726,69169,0.9992896834157098
727,72891,0.9992896438376803
728,63891,0.9992896365726621
729,71781,0.9992895958703067
730,74777,0.9992895677207134
731,66040,0.9992895560383527
732,62221,0.9992895350873896
733,73128,0.9992894911970994
734,69545,0.99928947366667
735,69581,0.99928947366667
736,73763,0.9992894561557252
737,76931,0.9992894498600753
738,72358,0.9992894172797114
739,67391,0.999289396657767
740,64900,0.999289393357341
741,76081,0.9992893888476816
742,71548,0.9992893825192731
743,74276,0.9992893617439067
744,72359,0.9992893485863341
745,73129,0.99928933792908
746,74225,0.9992893379104097
747,62373,0.999289325959333
748,73285,0.999289313608801
749,75126,0.9992892853788861
750,76932,0.9992892484436772
751,66177,0.9992892448685122
752,68695,0.9992892376571726
753,72007,0.9992892153792585
754,72144,0.9992892116475388
755,72360,0.9992892116475388
756,74400,0.9992891621918523
757,63210,0.9992891320562467
758,64753,0.9992891320309193
759,71801,0.9992890981679502
760,75089,0.9992890981679502
761,63945,0.9992890796610142
762,72181,0.9992890746823748
763,63289,0.9992890525826709
764,69583,0.9992890511555499
765,69619,0.9992890511555499
766,69889,0.9992890511555499
767,75926,0.9992890317619084
768,74428,0.9992890078264933
769,75333,0.9992889459780733
770,62343,0.9992889417570366
771,72362,0.9992889376908369
772,75255,0.9992889376908369
773,71258,0.9992888959217932
774,62202,0.9992888609065603
775,71748,0.999288848953494
776,72387,0.999288847309997
777,75202,0.9992888006729205
778,75256,0.9992888006729205
779,63078,0.9992887282090737
780,63817,0.9992887062374516
781,67678,0.9992887030462745
782,74429,0.9992886739182119
783,72484,0.9992886726071867
784,75317,0.9992886499328065
785,76942,0.999288648750862
786,70490,0.99928860534083
787,72425,0.9992885516919903
788,69239,0.9992885263924651
789,63737,0.9992885230833115
790,74944,0.9992884891185643
791,63829,0.9992884886065774
792,62415,0.9992884525575259
793,69585,0.9992884169166558
794,63417,0.9992883878911863
795,65019,0.9992883870911905
796,74024,0.9992883834477392
797,71858,0.9992883507296546
798,75092,0.9992883507296546
799,64281,0.9992883472667329
800,66948,0.9992882680666978
801,76750,0.9992882566197012
802,66180,0.9992882430183566
803,63138,0.9992882090353746
804,69460,0.9992882049100126
805,69694,0.9992882049100126
806,69964,0.9992882049100126
807,64905,0.9992881557569074
808,76556,0.9992881452172082
809,67283,0.9992881013729279
810,67953,0.9992880608262582
811,67618,0.9992880603590615
812,72429,0.999288057941348
813,71333,0.9992880321690539
814,75155,0.9992879700408756
815,67155,0.9992879178433106
816,65594,0.9992878812222896
817,75130,0.999287852155586
818,67698,0.9992878467874833
819,68509,0.9992878416231267
820,70185,0.9992878341959671
821,70275,0.9992878341959671
822,73162,0.9992878061499366
823,75759,0.9992878061499366
824,69695,0.9992877816435464
825,69803,0.9992877816435464
826,69911,0.9992877816435464
827,72030,0.9992877204297956
828,72102,0.9992877204297956
829,75922,0.9992876525172608
830,68442,0.9992875957617404
831,71719,0.999287585976276
832,69570,0.9992875699167145
833,62251,0.9992875615533395
834,64939,0.9992875222813592
835,75869,0.999287498852892
836,65795,0.9992874853938717
837,66342,0.9992874455630338
838,69991,0.9992874348484231
839,74975,0.9992874322975632
840,75083,0.9992874322975632
841,73828,0.9992874303138871
842,76947,0.9992874303138871
843,68409,0.9992874172613729
844,68173,0.9992873777597019
845,62928,0.9992873521127819
846,75870,0.9992873451553987
847,65090,0.999287340830918
848,70116,0.9992873319808285
849,67909,0.9992872911873565
850,75259,0.9992872721369528
851,67616,0.9992872693245742
852,71738,0.9992872420295436
853,75085,0.9992872012489012
854,74343,0.9992871970325203
855,73130,0.9992871918939753
856,75871,0.9992871918939753
857,75907,0.9992871918939753
858,71174,0.9992871673664591
859,75477,0.9992871427667203
860,74664,0.999287115824669
861,62801,0.9992871083802009
862,74894,0.9992870921369451
863,74596,0.9992870593201979
864,74614,0.9992870593201979
865,63250,0.9992870528464448
866,73203,0.9992870381303136
867,62209,0.9992869963377179
868,71996,0.9992869715439874
869,65360,0.9992869238969421
870,75442,0.9992868984942678
871,74383,0.9992868341544552
872,70424,0.9992868298812179
873,69734,0.9992868283752364
874,75088,0.9992868158444661
875,68385,0.9992867691440598
876,65339,0.9992867675654763
877,66589,0.9992867502310963
878,69447,0.9992867223773894
879,66144,0.9992867065538581
880,71637,0.9992866999948695
881,75354,0.9992866536686209
882,66445,0.9992865745993101
883,75458,0.9992865502384066
884,71434,0.9992864367484819
885,73811,0.9992863936300518
886,74404,0.9992863312345968
887,69629,0.9992862982299654
888,75429,0.9992862867417297
889,72241,0.9992862827655742
890,71031,0.9992862742644045
891,63175,0.9992862695886583
892,64342,0.9992862334120489
893,74933,0.9992862261933462
894,62954,0.999286219755807
895,62083,0.9992861987051718
896,74857,0.9992861768169738
897,62364,0.9992861084910557
898,64584,0.9992860952050471
899,65307,0.9992860915254463
900,66069,0.9992860466138571
901,64600,0.9992860298891321
902,74934,0.9992860093089885
903,75551,0.9992860027167044
904,73205,0.9992859693995836
905,63883,0.9992859644477005
906,68631,0.9992859555895782
907,64618,0.999285943029862
908,69998,0.9992859272348239
909,76895,0.9992858871122295
910,72244,0.9992858700972722
911,75281,0.9992858700972722
912,68389,0.9992858454449253
913,62191,0.9992858423548937
914,66994,0.999285815076937
915,69401,0.9992857807012531
916,70482,0.9992857405504019
917,68906,0.9992857353639613
918,63667,0.9992857333872788
919,68907,0.999285720803187
920,72812,0.9992856939718624
921,71514,0.9992856649050251
922,73188,0.9992856613120135
923,69144,0.9992856479947749
924,65018,0.999285635210281
925,72245,0.999285594852855
926,72263,0.999285594852855
927,62283,0.9992855844979581
928,69095,0.9992855747091326
929,66356,0.9992855516847842
930,71017,0.9992855022453184
931,70268,0.9992854887487855
932,72814,0.9992854492025968
933,71018,0.9992854425714709
934,71409,0.9992854332829806
935,70037,0.9992854241462279
936,62105,0.9992853537746381
937,63689,0.9992853537746381
938,66516,0.9992853246780037
939,67708,0.9992852928165458
940,64853,0.9992852714455358
941,70182,0.9992852563708566
942,73079,0.9992852537029295
943,66224,0.9992852227050054
944,71930,0.9992852213937963
945,72365,0.9992852002126386
946,69134,0.9992851947844653
947,67040,0.9992851399328668
948,65556,0.9992851035311298
949,74948,0.9992850930703238
950,74585,0.9992850883483458
951,74675,0.9992850883483458
952,67154,0.9992850482420653
953,72140,0.9992850435753343
954,71465,0.9992849772461584
955,71483,0.9992849772461584
956,68910,0.9992849319761965
957,66607,0.9992849261983815
958,61759,0.9992849124440631
959,73711,0.9992848729992472
960,73927,0.9992848729992472
961,64117,0.9992848540714754
962,69132,0.9992848440384252
963,72798,0.9992848142136939
964,75337,0.9992847859953456
965,71467,0.9992847449312152
966,71292,0.9992846883701417
967,75338,0.9992846373578976
968,73875,0.9992845686729734
969,70384,0.9992845346457163
970,72274,0.9992845198557794
971,65937,0.9992845095403616
972,71470,0.9992844358454003
973,75773,0.9992844285733918
974,71754,0.9992844205736167
975,71952,0.9992844205736167
976,72096,0.9992844205736167
977,72394,0.9992843894034452
978,73877,0.9992843654035743
979,65437,0.999284362776024
980,65792,0.9992843401729063
981,74677,0.9992842557456054
982,71364,0.9992842491239068
983,74861,0.9992842247002698
984,67619,0.9992841229455469
985,64350,0.999284117971785
986,63596,0.9992841073239864
987,64904,0.9992840923031007
988,76909,0.9992840608614453
989,67430,0.9992840334552238
990,75934,0.9992840202613983
991,72428,0.9992840099966487
992,74862,0.9992840072081824
993,61925,0.9992839713964939
994,72800,0.9992839558658249
995,62102,0.9992839489987445
996,66563,0.9992839463950093
997,72219,0.9992839406887941
998,75238,0.9992839406887941
999,71953,0.9992839187781821
1000,66562,0.9992838798743504
1001,62247,0.999283849812888
1002,63530,0.9992838260789794
1003,64172,0.9992838229484574
1004,71367,0.9992838195088661
1005,69781,0.999283753331594
